
OBJECTSERVERS,16,
UNIGATE,8,
BIGATE,7,
PROCMON,24,
MTTRAPD,23,
SOCKET,4,
WEBTOP,8,
ISM_MONITOR,8,
DATA_BRIDGE,2,
ISM_SERVER,2,
IMPACT,2,
JREXEC,2,
SECURITY,2,
CLUSTER_SYNC,2,
ORACLE_GATE,2,
REMEDY_GATE,3,
